metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.11471730982892163,0.4808964120403263,-0.2223473945883624,0.16789807941382062,-0.1574226310982153,0.15489379364521963,40
DI_all,False,0.8097717168337927,2.491002383743466e-10,0.8748592870544092,1.58840728978285e-13,0.694871794871795,2.7040487533034334e-10,40
INF_all,True,0.4523254149610251,0.00338572618426937,0.47642726934246754,0.0018851364281831568,0.33269169013331357,0.0025425368485751873,40
INF_nwc,True,-0.2215765860516244,0.1940283084722661,-0.25268683884372545,0.13705065545811224,-0.1727462585449243,0.17308223997084216,36
INF_stacking,True,0.18988445188590067,0.24056833325087867,0.2584702302418087,0.10731684677983384,0.15861002043144404,0.1515670030836157,40
INF_wc,True,0.63800423625951,9.485945022802955e-06,0.5926899395353424,5.5874602952164916e-05,0.4272876121594635,0.0001088822577695825,40
mcq,False,0.45882105896548203,0.0029033400510260583,0.46941838649155726,0.0022448541324989173,0.3128205128205128,0.004471176688068106,40
P-value,False,0.495838450479786,0.0011396637770580498,0.899343119461887,3.1639196369013264e-15,0.7225956837295128,6.490901215801131e-11,40
RMSD,False,0.8547472369337857,2.2449528168074417e-12,0.8975609756097561,4.3461657622768965e-15,0.712820512820513,9.296161812983014e-11,40
TM-score,True,0.29963337458836503,0.060330555881584584,0.25961719353704327,0.10571165483657073,0.17994918071344362,0.1027663365911923,40
